Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
2,135,0.51,1.0137170358687333,18.113816781421615,0.32550080822658417,5.247800575204689,30.71987450193685,-0.7523808349747678,114.71964492727268,40.28830768319564,15.319874501936834,967.2748713166071,963.592056021489,57.344103167354575,139.99791199455993,40.23901089790488,30.75987450193685,1709.3321067336688,139.9892179575835,40.23986848932796
