Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
2,180,0.51,1.0171032191615224,17.812761905841324,-1.7449493081220044,9.229491363880813e-16,31.50986050811623,-0.6058492765105852,116.39084304508089,42.78178146833426,15.679860508116217,1019.4039529650454,928.9848016826217,51.713298225057464,139.99818329468147,40.237591736399246,31.54986050811623,1666.2685651695215,139.98951934115559,40.23752889009052
