Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
2,45,0.51,0.995982351787189,19.502686231252305,9.52649502484749,4.872991184627688,28.019932446196528,-0.7459970389066735,108.85986208222464,28.79638178052555,14.049932446196513,800.2193776091585,1061.9246764260702,75.63250481488639,139.99670022876913,40.23874976835073,28.059932446196527,1829.5122557732432,139.98771913558102,40.239403697928765
