Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
1,180,0.51,1.0097034470657322,18.212896851196646,1.757109881475054,4.513352290637124e-16,30.519864072610567,-0.7981468531209224,114.38096521283646,31.267313943128563,15.21986407261055,954.6471243423707,984.8743686090074,59.211892777770906,139.9975265254196,40.23758699506392,30.559864072610566,1741.664707523181,139.98863334912545,40.23752242671944
