Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
2,225,0.51,1.0137170358687333,18.113816781421615,0.3255008082265828,-5.247800575204688,30.71987450193685,-0.7574267915330484,114.71929085241075,40.28847298949815,15.319874501936834,967.2704955316041,963.5882009177102,57.343804424143904,139.99794697107077,40.23616890625927,30.75987450193685,1709.3293228286022,139.98927615651837,40.23518527661823
