Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
2,0,0.51,0.9928480137601843,19.778228533589786,11.257054165716411,-0.0,27.609943158940847,-0.08684407711056297,107.93434845595522,26.485959006496497,13.859943158940835,776.6537128044575,1073.5285161057639,78.30173242049294,139.9964847334653,40.237579466557,27.659943158940848,1842.6401493128599,139.98744677113743,40.23751376003852
