Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
1,225,0.51,1.007878046312275,18.36075226889101,2.7527285609739547,-2.585876261843763,30.21987110875187,-0.4395101323441146,113.72923679876708,28.960052547227903,15.069871108751855,935.8932307063039,998.4755963067146,61.493652825017655,139.99740965661806,40.23689714353199,30.25987110875187,1758.9190216101952,139.988497237512,40.23639187713105
